,Time,Sha,User,Message
38,1460057410.0,0b18e515d544734aeb92198391785b69ef0f60ee,Person 1,Fixed Directory Structure
39,1460057359.0,453a7fc9e8b15f15ddc9e52e690f91defe1123f8,Person 1,Fixed DStruct
40,1460057271.0,471f0db7f36455b0fb4681701308c3b266b20004,Person 1,Fixed Directory Structure
41,1460010876.0,2999eaadfa9d411370a0f91ca7b823a0fe3f8676,Person 1,Added Telemetry AUTO
42,1459999642.0,5b69262781a5fdd2ac76e2b571c10cc9f0671bd6,Person 1,DOne
43,1459999222.0,67f199810b73cbe420a9003e55b2f1f5c2052023,Person 1,Fixed Clustering
44,1459998335.0,a26d8c6a1c9307c0361d32a7d209a9e778b5c971,Person 1,SOl3 Fixed
45,1459986881.0,9fd36b2e26357b0719483c7b34fc12c04e41cd46,Person 1,Added Background data collection
46,1459922492.0,ede377c05a76fbf615dc812165cf2ff18adbc2d4,Person 1,Modifeid Clustering
47,1459834682.0,ccb4907b3dbca1c96e2bb3997675e74bae5cc2cb,Person 1,updated clustering for tokenization
48,1459830094.0,7b80399507f6632dfd16833661a7c4179221393c,Person 1,Sol3 Fix
49,1459406721.0,2ae70fe35a2985856b823f3a265a53284d061467,Person 1,Hasher Fix
50,1459406007.0,aa1e005f33c27240364d7abb7b63725f09e81943,Person 1,Modified Bagofwords.py
51,1459403531.0,efef81498f5f870285bcbb179a3fcfc99f143cac,Person 1,Bug Fix
52,1459402592.0,04dcc0cfac0f14e0c1c4ffbcd18167cafb64104b,Person 1,Bug Fix
53,1459238990.0,662d8268d8702049c0ec866af2a1d484a50cdef2,Person 1,Simhash filter in progress
54,1459238485.0,00178f23850e80b81472f9f46108deb199ab1df6,Person 1,Added simhash
55,1459210355.0,a08348367f377ad66a86c96ab906a1357007529e,Person 1,Solution 3 init
56,1459210102.0,883ed6925f2ebe282f3ee9295437e172f9e30050,Person 1,Filters Added
57,1457077054.0,cbeddfea90cd323f4280e98f005b1c428acd2701,Person 2,"Merge branch 'solution2' of https://github.com/ankitkumar93/csc510-se-project into solution2

Conflicts:
	kmeans.py"
58,1457077025.0,fe77a3f748b9bc55ce5dec0385d1eebea9476add,Person 2,updating k means file
59,1457076858.0,8b060ed7bf62ac40a943e7552be1a24b1f2e7c7b,Person 2,adding updated data file
60,1457068390.0,a2aaf530b49d582b02fd5e8ff24c548b74f7acf5,Person 1,Sol2 Integrated
61,1457066704.0,5bdcad59118c64d08bc4494bdbb323e8f88a8dac,Person 4,updating lda model file
62,1457066573.0,0dddfb120a55d29cbfb31b81088d9ed080285fc6,Person 4,adding new stopwords to the file
63,1457066388.0,fc9df06e0d930aa3f20e21d80feed9cc39d59cd9,Person 4,changing kmeans algo
64,1457066054.0,2860000ca1a25cf26c380bf84c57fd4949748014,Person 2,updating stopwords file
65,1457065970.0,9f4abfe285a298ed76ae54ff635ced6c18302067,Person 2,updating kmeans file
66,1457065868.0,4ae7225bd16137c97a820645e4d3bc2ac2ff9253,Person 2,adding solution 2 data file
67,1457060204.0,015277ca77b2374772edc713bcd62f6e558dd266,Person 2,updating kmeans file
68,1457059241.0,068a07fb56b8eba4abcf6c895961209e21bca0b6,Person 2,updating kmeans file
69,1457056150.0,4e08e08194294f9c423d44d6666d32e481ba14fc,Person 2,adding kmeans file
70,1457046897.0,4a20a79ae567cbeacaef73ef4b2884f260d488ed,Person 1,Solution 2 Added Interfacace
71,1456890882.0,ba76549ba18d76b7082361dc3f8baad95cbd1045,Person 1,March 1 Done
72,1456890662.0,e0adee5b0bcc1a6b7d69c19be9f071b24dc404a8,Person 1,Fixed Survey Response link
73,1456890569.0,9b41b2d58461587167cac3534156c29d695b4b9b,Person 1,Fixed Survey Link Indentation
74,1456890526.0,7e84ce1dae567069d724eb2f2ed63a18db35d684,Person 1,Added Survey Links
75,1456888588.0,ab0f6b554c91e4aa83999dd8c0f4f309912ff99f,Person 4,Updating Telemetry Link
76,1456888514.0,5c6121a71b616aa5556e9c8694c3c6563a1363eb,Person 4,Updating links and bullets
77,1456887998.0,5c6bc94f64df8ce662edb46efd5e0856af88bacf,Person 2,Adding Telemetry file
78,1456887352.0,21a00617f8841f65a0f7195b82220214fe7a1a0c,Person 2,updated links
79,1456887308.0,ce563214827b41d10917cb792d5b63a3e4d6923d,Person 2,Update README.md
80,1456887227.0,5282869827ced212b7ed35790f63caca372523db,Person 2,Update README.md
81,1456887026.0,b75b15143599e5bf37f6855089449aa3095f4656,Person 1,Update and rename Telemetry.md to Evaluation.md
82,1456886994.0,a1db10d3be5519bd60e9a4ba9c0ee74a8e86ac49,Person 2,Update README.md
83,1456886955.0,e3bc9264009f1869ff9283cc853a7959f04e1b83,Person 1,updated indentation
84,1456886932.0,08243c84d16c43aa7e265d7ab45b4d43748d9034,Person 1,Update Telemetry.md
85,1456886902.0,ce9be45a98cfde2a10ebe8924e24f27c5b1a2f21,Person 2,Updating links and bullets
86,1456886381.0,d2d6673a745f4adcfb53515566b75443091b15d1,Person 2,Fixed indentation
87,1456886282.0,4a197beab18f8911a6d34e9a89a969518e346e83,Person 2,updated links
88,1456886155.0,f877576c2e969856434c7dad5c3bbee628e6137e,Person 2,README updated
89,1456885952.0,9f92ab4faf9a14288fb8d1f80b9cb207113ef256,Person 3,Merge branch 'master' of https://github.com/ankitkumar93/csc510-se-project
90,1456885934.0,d90a103a054b9eac2f55cdac2995fff24bc57a5a,Person 3,Telemetry
91,1456864014.0,bbf490f6d870249e3ff2515be853968dadd03440,Person 1,Solution 1 Ready
92,1456811451.0,080f2a80085c0bbbcca715d4447b24fe2d9e92c3,Person 2,adding lda clustering file
93,1456811424.0,08cc9b691653ab921361f9ff73826517cf7d98ab,Person 2,adding stopwords BOW file
94,1456811397.0,1be2b75b2ea495b49811699ec19ea127ae440fb5,Person 2,adding Topic Modeling test code file
95,1456811369.0,5bd93af043d672c78abf3a7cc5ca25e4fa1044a4,Person 2,adding test xml file
96,1456811290.0,cd48005cfb56fe6402c87362401032c33cf0297c,Person 2,Adding test post data
97,1456811264.0,ec53a79b654cbc1dda87fa4c43434d243cb02395,Person 2,Adding clustering file
98,1456811088.0,2798449116ccf0cac291c75079551231cf2ac7db,Person 2,solution2 init
99,1456810985.0,7cb30e184f05aff719af4aec16af1969e71a413c,Person 1,Removed Junk Files
100,1456810805.0,a59123b5d145623beb45d57fb1440c829e10fd82,Person 2,Adding updated README file
101,1456810797.0,2754583f2360dba0cc12216433c8bdbcce81054a,Person 4, Moving files to solution 1
102,1456810739.0,f1347b037a345a00e48c280f5e4cffbb550da994,Person 4, Moving files to solution 1
103,1456810621.0,64b646d28179c159e7f9b1640811dc6b18c47178,Person 4, Moving files to solution 1
104,1456810362.0,c28b08357137e5a93fbfa8f979b7b87298e6f95a,Person 4,Adding solution1 db data import
105,1456806866.0,0e5c9b09c45210067fa6b789325926e9e02655af,Person 1,Fixing Master
106,1456806059.0,af37a1eacc37b72bead8ccefe79987e67b52925f,Person 2,"Merge pull request #24 from ankitkumar93/db_import

Db import"
107,1456805613.0,946310f5fd40514a233e08cd8a82ecd4b9be2a37,Person 2,Adding mongodb import export command notes
108,1456717827.0,56b34a11d42b14f477de5d82bc25fc331b61466a,Person 1,Answer Db
109,1456709422.0,d37b04ac23518a373f4fe7a222216c786df82ac7,Person 1,Answer Collection Added
110,1456681101.0,adb1f5dd5cfcb298562000bf6fac1868a04f7c45,Person 2,deleting file as uploaded in wrong branch
111,1456680901.0,dd6a1b00f2458554aba8382f6481148506b9521e,Person 2,Adding Clustering code
112,1456608335.0,a3404067e9a92e9f7bcba10abb917c3f66a95d3d,Person 1,Questios JSON Size Reduced
113,1456556403.0,70912c69511936b66434fc6e1ec108319943d674,Person 1,New HTML Filter Added
114,1456473523.0,6234bd0327ca9811565157315c5ef5e2a5e76f15,Person 1,DB Processor Modified
115,1456463570.0,e7687ad45d0c0221eecd72fb877d06e9f244258b,Person 3,Plugin Done
116,1456463324.0,2b6e076d7ba049086a2b0ba0b9c36e7ef3712896,Person 3,Plugin Done
117,1456457204.0,d358fc88f1430e311596d3877e75a75e9728aee0,Person 1,Plugin Dev Started
118,1456442757.0,46be4b59d1115f374bebffbcb9cc1505b397942b,Person 1,Dump 0 File Online
119,1456087845.0,12236cbe3ebe5f37a6623bc2c1eb8e19ff7e7bae,Person 1,sample db up
120,1456086034.0,5c5cfc42a1e74344c3183c404ca2a921c4cd6368,Person 1,db creator in python
121,1456083095.0,158ee61d2696f684931969932f9ff79668554d02,Person 1,Few Data Dumps
122,1456033417.0,a31c0871592da5c613a88820f0494ae8e9664a9e,Person 1,Small Dump
123,1456033220.0,1a83a84c680220fa46a1f7c3d81ec5c81c7b6b70,Person 1,Few Dumps of Data Created
124,1455659860.0,3952076ae36b2bb901449afc17c4d947a6fa0a04,Person 1,Init Branch
125,1455653905.0,e5176223892663212c37601d7cc91cd920c835b4,Person 1,README Created
126,1454305347.0,912326c5e3a2689823759fc56816660de1bf2c08,Person 1,Feb 1 Report
127,1454305246.0,3a1edb6b5c214c2267f07c24e2c3da11bfa4208f,Person 1,Feb 1 Report
128,1454305215.0,a7417634e2cddfdc9cd3db78b358989319c388a4,Person 1,Merge branch 'master' of https://github.com/ankitkumar93/csc510-se-project
129,1454305190.0,d1fcc9bf7fe2871b2f4c228bc7e0bfa45c50bdf2,Person 1,Feb 1 Report
130,1452634383.0,02b9c9ba69eeb0347ac98c6f4642481195a35b55,Person 1,Ankit Idea TXT
